CompanyId,ProjectName,ContractNo,Name,Status,Link,Country
11254,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 4 Lot 1","Fedders LioydCorporation Limited",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007523,Ethiopia
11255,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 4 Lot 1","Asbecco (India)Pvt",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007523,Ethiopia
11256,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 4 Lot 1","Sicamex Co. Ltd.",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007523,Ethiopia
11257,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 Lot 1","Fedders LioydCorporation Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00007601,Ethiopia
11258,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 Lot 1","Sanbian Sci-TechCo. Limited",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007601,Ethiopia
11259,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 Lot 1","Koncar Distributionand special Transformers Inc.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007601,Ethiopia
11260,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 Lot 1","Tbea Deyang CablesCo. Ltd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007601,Ethiopia
11261,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 Lot 1","ZhejiangJianiangshan Transformer Co.Ltd. (JSB",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007601,Ethiopia
11262,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 Lot 1","PEC Limited",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007601,Ethiopia
11263,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 Lot 1","Lucky Exports",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007601,Ethiopia
11264,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 Lot 1","MahashaktiConductors Pvt. Ltd.",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007601,Ethiopia
11265,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 Lot 1","Tanelec Limited",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007601,Ethiopia
11266,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 Lot 1","Iran Power and WaterEquipment and Service Export Company (Sunir",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007601,Ethiopia
11267,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 Lot 1","Molonely ElectricInc.",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007601,Ethiopia
11268,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 Lot 1","AAR AAR CastingLtd",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007601,Ethiopia
11269,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 12 Lot 1 & 2","Bonle (Fuzhough)International",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00007607,Ethiopia
11270,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 12 Lot 1 & 2","Lumotech (Pty)Ltd.",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007607,Ethiopia
11271,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 (Lot & 2)","Fedders LioydCorporation Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00007605,Ethiopia
11272,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 (Lot & 2)","Tbea Deyang CablesCo. Ltd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007605,Ethiopia
11273,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 (Lot & 2)","Sanbian Sci-TechCo. Limited",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007605,Ethiopia
11275,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 (Lot & 2)","MahashaktiConductors Pvt. Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007605,Ethiopia
11277,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 (Lot & 2)","PEC Limited",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007605,Ethiopia
11278,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 (Lot & 2)","Lucky Exports",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007605,Ethiopia
11274,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 (Lot & 2)","Koncar Distributionand special Transformers Inc",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007605,Ethiopia
11276,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 (Lot & 2)","ZhejiangJianiangshan Transformer Co.Ltd. (JSB",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007605,Ethiopia
11279,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 (Lot & 2)","Tanelec Limited",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007605,Ethiopia
11280,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 (Lot & 2)","Iran Power and WaterEquipment and Service Export Company (Sunir)",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007605,Ethiopia
11281,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 (Lot & 2)","Molonely ElectricInc",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007605,Ethiopia
11282,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 3 (Lot & 2)","AAR AAR CastingLtd",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007605,Ethiopia
11283,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 4(Lot 2)","Asbecco (India)Pvt",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00007583,Ethiopia
11284,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 4(Lot 2)","KES Electric PvtIndia",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007583,Ethiopia
11285,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 4(Lot 2)","PEC Limited",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007583,Ethiopia
11286,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 4(Lot 2)","Fedders LioydCorporation Limited",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007583,Ethiopia
11287,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 4(Lot 2)","Dalian CeramicTechnical Co. Ltd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007583,Ethiopia
11288,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 4(Lot 2)","Bonle (Fuzhou)International Co. Ltd China Fuzhou",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007583,Ethiopia
11289,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 4(Lot 2)","Sinoway Trading andEngineering Corporation",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007583,Ethiopia
11290,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 4(Lot 2)","China NationalElectric Import & Export",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007583,Ethiopia
11291,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 4(Lot 2)","Sage Wood Limited",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007583,Ethiopia
11292,"P097271 - ET-Electricity Access (Rural) Expansion","EAREPI 4(Lot 2)","PISU and CO. Ltd",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007583,Ethiopia
11293,"P097271 - ET-Electricity Access (Rural) Expansion",EEPCO-I/G-04/11,"Bonle (Fuzhou) International Ltd.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00013309,Ethiopia
11316,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-02/11 - Lot 1","Apar Industries Limited",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00016115,Ethiopia
11317,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-02/11 - Lot 1","Tbea Deyang Cable Co. Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00016115,Ethiopia
11318,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-02/11 - Lot 1","GVPR Engineering Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00016115,Ethiopia
11319,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-02/11 - Lot 1","Nari Group Corporation",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00016115,Ethiopia
11294,"P097271 - ET-Electricity Access (Rural) Expansion",EEPCO-I/G-04/11,"Asiatic Electrical and Switchgear Pvt. Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013309,Ethiopia
11295,"P097271 - ET-Electricity Access (Rural) Expansion",EEPCO-I/G-04/11,"Zhejiang Holley International Co. Ltd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013309,Ethiopia
11296,"P097271 - ET-Electricity Access (Rural) Expansion",EEPCO-I/G-04/11,"Bejing Catic Industry Limited",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013309,Ethiopia
11297,"P097271 - ET-Electricity Access (Rural) Expansion",EEPCO-I/G-04/11,"Eswari Electrical Pvt. Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00013309,Ethiopia
11298,"P097271 - ET-Electricity Access (Rural) Expansion",EEPCO-I/G-04/11,"Fedders Lioyd Corporation Limited",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00013309,Ethiopia
11299,"P097271 - ET-Electricity Access (Rural) Expansion",EEPCO-I/G-04/11,"Gvpr Engineering Limited",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00013309,Ethiopia
11300,"P097271 - ET-Electricity Access (Rural) Expansion",EEPCO-I/G-04/11,"Lucky Exports",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00013309,Ethiopia
11301,"P097271 - ET-Electricity Access (Rural) Expansion",EEPCO-I/G-04/11,"China National Electrical Engineering Co. Ltd.",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00013309,Ethiopia
11302,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-03/11 Lot 1","KSE Electrical Pvt.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00014589,Ethiopia
11303,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-03/11 Lot 1","PEC Limited",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014589,Ethiopia
11304,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-03/11 Lot 1","Asbesco (India) Pvt Ltd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014589,Ethiopia
11305,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-03/11 Lot 1","A.K. Power Industries Pvt. Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014589,Ethiopia
11306,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-03/11 Lot 1","Tbea Deyang Cables Co. Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014589,Ethiopia
11307,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-03/11 Lot 1","Lucky Exports Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014589,Ethiopia
11308,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-03/11 Lot 1","China National Electric Imp & Export",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014589,Ethiopia
11309,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-03/11 Lot 1","China National Electric Engineering Co Ltd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014589,Ethiopia
11310,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-03/11 Lot 1","Beijing Catic Industry Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014589,Ethiopia
11312,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-03/11 Lot 1","Fedders Lloyd Co. Ltd.",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00014589,Ethiopia
11313,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-03/11 Lot 1","Yueqing Laurence Imp. & Exp. Co. Ltd",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00014589,Ethiopia
11314,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-03/11 Lot 1","National Contracting Co. Ltd.",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00014589,Ethiopia
11315,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-03/11 Lot 1","GVPR Engineering Ltd.",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00014589,Ethiopia
11311,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-03/11 Lot 1","Bonle (Fuzhou) International Co. Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014589,Ethiopia
11320,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-02/11 - Lot 1","Lumino Industries Limited",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00016115,Ethiopia
11321,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-02/11 - Lot 1","Fedders Lioyd Corporation Limited",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00016115,Ethiopia
11322,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-02/11 - Lot 1","Gapuma (UK) Limited",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00016115,Ethiopia
11323,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-02/11 - Lot 1","Bonle (Fuzhou) International Co. Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00016115,Ethiopia
11324,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-02/11 - Lot 1","EMC Limited",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00016115,Ethiopia
11325,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-02/11 - Lot 1","PEC Limited",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00016115,Ethiopia
11326,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-02/11 - Lot 1","Aravali Infrapower",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00016115,Ethiopia
11327,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-02/11 - Lot 1","National Contracting Co. Ltd.",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00016115,Ethiopia
11328,"P097271 - ET-Electricity Access (Rural) Expansion","EEPCO-I/G-02/11 - Lot 1","China National Electrical Engineering Co. Ltd.",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00016115,Ethiopia
11329,"P101608 - VN-Avian &amp; Human Influenza Control &amp;Prep","ICB B2.3.5","Capital Ford Agent Corporation",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00002713,Vietnam
11330,"P101608 - VN-Avian &amp; Human Influenza Control &amp;Prep",,"Injury Prevention and the Research Centre",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00002729,Vietnam
11331,"P087154 - TZ-Water Sector Support SIL",ME-011/2008-09/G/04,"M/s Jos Hansen &amp; Soehne GmbH",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00002817,Tanzania
11332,"P087154 - TZ-Water Sector Support SIL",ME-011/2007-08/G/06,"M/s CATS TANZANIA LTD",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00002819,Tanzania
11333,"P087154 - TZ-Water Sector Support SIL",ME-011/2008-09/G/03,"M/s OTT Messtechnik GmbH &amp; Co. KG",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00002815,Tanzania
11334,"P087154 - TZ-Water Sector Support SIL",ME-011/2008-09/G/02,"M/S VAISALA METSALES",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00002813,Tanzania
11335,"P101608 - VN-Avian &amp; Human Influenza Control &amp;Prep","ICB B.2.3.3","Machinery &amp; Spare parts Joint Stock Company",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00003042,Vietnam
11356,"P110841 - ECSEE APL#6 (TURKEY)",DB.KAB.6,"TURK PRYSMIAN KABLO VE SISTEMLERI A.S",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012901,Turkey
11357,"P110841 - ECSEE APL#6 (TURKEY)",DB.KAB.6,"TAIHAN ELECTRIC WIRE CO. LTD",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00012901,Turkey
11358,"P110841 - ECSEE APL#6 (TURKEY)",DB.BAB.7,"PRYSMIAN POWERLINK S.R.L. $ TURK PRYSMIAN KABLO VE SISTEMLERI A.S. C",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00017564,Turkey
11359,"P110841 - ECSEE APL#6 (TURKEY)",DB.BAB.7,"NEXANS NORWAY AS",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00017564,Turkey
11336,"P101608 - VN-Avian &amp; Human Influenza Control &amp;Prep","ICB B.2.3.3","Machinery &amp; Spare parts Joint Stock Company",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00003043,Vietnam
11337,"P101608 - VN-Avian &amp; Human Influenza Control &amp;Prep","ICB B.2.3.3","Vietnam National Mineral Export - Import Joint Stock company(Minexport.,JSC)",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00003044,Vietnam
11338,"P101608 - VN-Avian &amp; Human Influenza Control &amp;Prep",B1.2.6,"The Capital Ford Agent Corporation",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00003756,Vietnam
11339,"P101608 - VN-Avian &amp; Human Influenza Control &amp;Prep","ICB B1.6.3","The development for Trading Technologies and Services CompanyLimited",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00004247,Vietnam
11340,"P093767 - TRADE &amp; TRANS INTEG",2.3,"JV Cyes Infraestructuras S.A. & Viadukt d.d.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012440,Croatia
11341,"P093767 - TRADE &amp; TRANS INTEG",1.7.2,"Joint venture Institute IGH d.d. (Croatia) and Investinzenjering d.o.o.(Croatia)",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00014154,Croatia
11342,"P093767 - TRADE &amp; TRANS INTEG",1.7.2,"Joint venture IDOM Ingenieria y Consultoria S.A. (Spain) and ECM GroupPolska Sp. z.o.o. (Poland)",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014154,Croatia
11343,"P093767 - TRADE &amp; TRANS INTEG",1.7.2,"Joint venture ARCADIS NV (The Netherlands) ZPD d.d. (Croatia) andRijekaprojekt d.o.o. (Croatia)",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014154,Croatia
11344,"P102305 - Avian Flu Preparedness",,"Food and Agriculture Organization of the UnitedNations (FAO)",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00004174,Bangladesh
11345,"P110841 - ECSEE APL#6 (TURKEY)",DB.ATT.17,"Simens Aktiengesellschaft/Siements Sanayi ve Ticaret A.S.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00009928,Turkey
11346,"P110841 - ECSEE APL#6 (TURKEY)",DB.ATT.17,"XIAN Electric Engineering Corporation Ltd/ SA-RA Enerji InsaatTic ve San. A.S.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00009928,Turkey
11347,"P110841 - ECSEE APL#6 (TURKEY)",DB.ATT.17,"Alstom Grid SAS/AREVA T&D Enerji Endustrisi A.S/GES Elektrik Sistemleri Yapim ve Muhendislik Ltd.Sti.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00009928,Turkey
11348,"P110841 - ECSEE APL#6 (TURKEY)",DB.ATT.17,"ABB Switxerland Ltd. Power Systems Substations ?ABB Elektrik Sanayi A.S",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00009928,Turkey
11349,"P110841 - ECSEE APL#6 (TURKEY)",DB.ATT.17,"BESTA.S./Hyosung Corporation",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00009928,Turkey
11350,"P110841 - ECSEE APL#6 (TURKEY)",DB.ATT.17,"Ansaldo T&D S.P.A",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00009928,Turkey
11351,"P110841 - ECSEE APL#6 (TURKEY)",2011-ISD/5,"UYGUNLAR Dis Ticaret A.S",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012739,Turkey
11352,"P110841 - ECSEE APL#6 (TURKEY)",2011-ISD/5,"Hidrokon Konya Hidrolik Mak.Sa. Tic.Ltd..Sti",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012739,Turkey
11353,"P110841 - ECSEE APL#6 (TURKEY)",2011-ISD/5,"MPG Makine Produksiyon Grubu Makine Imalat San. ve Tic.A.S",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012739,Turkey
11354,"P110841 - ECSEE APL#6 (TURKEY)",2011-ISD/5,"SEHA Muh. Mus. Tic.Sti",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00012739,Turkey
11355,"P110841 - ECSEE APL#6 (TURKEY)",DB.KAB.6,"DEMIRER KABLO TESISLERI SAN. VE. TIC.A.S.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012901,Turkey
11360,"P110841 - ECSEE APL#6 (TURKEY)","DB. ATT.18","Siemens Sanayi ve Ticaret A.S/ BEST Balikesir ElektromekanikSanayi Tesisleri A.S.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00021025,Turkey
11361,"P110841 - ECSEE APL#6 (TURKEY)","DB. ATT.18","XIAN Electric Engineering Ciroiratuib Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00021025,Turkey
11362,"P110841 - ECSEE APL#6 (TURKEY)","DB. ATT.18","Alstom Grid Eneji Endustrisi A.S.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00021025,Turkey
11363,"P107608 - NATL. ROAD REHAB (Osh-Batken-Isfana)","OBI/CS-LCS-02; AF2-CS-LCS-01; KRIDFG/CS-LCS-01","KPMG Bishkek LLC (KR)",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00021800,"Kyrgyz Republic"
11364,"P107608 - NATL. ROAD REHAB (Osh-Batken-Isfana)","OBI/CS-LCS-02; AF2-CS-LCS-01; KRIDFG/CS-LCS-01","Deloitte & Touche LLC (??)",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00021800,"Kyrgyz Republic"
11365,"P107608 - NATL. ROAD REHAB (Osh-Batken-Isfana)","OBI/CS-LCS-02; AF2-CS-LCS-01; KRIDFG/CS-LCS-01","Ernst & Young Audit LLP(KR)",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00021800,"Kyrgyz Republic"
11366,"P078113 - LA-Second Education Development","ICB G01/2010-Lot3","ACE Equipment",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00006469,"Lao People's Democratic Republic"
11367,"P078113 - LA-Second Education Development","ICB G01/2010-Lot2","ACE Equipment",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00006468,"Lao People's Democratic Republic"
11368,"P078113 - LA-Second Education Development","ICB G01/2010-Lot1","Khampaseuth ComputerCo. Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00006467,"Lao People's Democratic Republic"
11369,"P102284 - KH-Second Health Sector Support Program",CKP-SWBAPC-HSSP2-09-ICB-G-003,"RMA (Cambodia) Co., Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00004049,Cambodia
11370,"P102284 - KH-Second Health Sector Support Program",CKP-SWBAPC-HSSP2-09-ICB-G-003,"MitSuCambodia Co., Ltd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00004049,Cambodia
11371,"P102284 - KH-Second Health Sector Support Program",HSSP2-CKP-10-ICB-G-002,"Mitsu (Cambodia) Co., Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00005026,Cambodia
11372,"P102284 - KH-Second Health Sector Support Program",HSSP2-CKP-10-ICB-G-002,"RMA (Cambodia) Co., Ltd",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00005026,Cambodia
11373,"P100047 - EG-Ain Sokhna Power",10056-CP-111,"Consortium of VWS Egypt &amp; Veolia Water STI and Entropie",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00005722,"Egypt, Arab Republic of"
11374,"P100047 - EG-Ain Sokhna Power",10056-CP-111,"Consortium of Aquatech System Asia PVT LTD, Aquatech InternationalCorporation, and Orascom Construction Industries",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00005722,"Egypt, Arab Republic of"
11375,"P100047 - EG-Ain Sokhna Power",10056-CP-111,"Consortium of EMIT &amp; ARTES and Wabag",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00005722,"Egypt, Arab Republic of"
11376,"P100047 - EG-Ain Sokhna Power",10056-CP-111,"Consortium of Metito (Overseas) Limited &amp; Metito Water Treatment SAEand Sofinter SPA",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00005722,"Egypt, Arab Republic of"
11378,"P100047 - EG-Ain Sokhna Power",10056-CP-104,"HyosungCorporation: Mapo-Go, Seoul, Korea",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00006071,"Egypt, Arab Republic of"
11383,"P100047 - EG-Ain Sokhna Power",10056-CP-104,"OVIT National PowerLines Co.",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00006071,"Egypt, Arab Republic of"
11377,"P100047 - EG-Ain Sokhna Power",10056-CP-104,"Consortium of (1)Xian Electric Engineering Co. Ltd.; (2) Xian XD Switchgear Electric Co. Ltd.; and (3) EGEMAC",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00006071,"Egypt, Arab Republic of"
11379,"P100047 - EG-Ain Sokhna Power",10056-CP-104,"Consortium of (1)ABB AG; and (2) ABB Power Systems and Automation Technology",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00006071,"Egypt, Arab Republic of"
11380,"P100047 - EG-Ain Sokhna Power",10056-CP-104,"Consortium of (1)Daewoo International Corporation, (2) Hyundai Heavy Industries Co. Ltd., (3) Conisys S.A.E.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00006071,"Egypt, Arab Republic of"
11381,"P100047 - EG-Ain Sokhna Power",10056-CP-104,"Consortium of (1)Japan AE Power Systems Corporation, (2) Elsewedy Cables",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00006071,"Egypt, Arab Republic of"
11382,"P100047 - EG-Ain Sokhna Power",10056-CP-104,"Consortium of (1)Areva T&amp;D France, (2) Areva Egypt",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00006071,"Egypt, Arab Republic of"
11384,"P102284 - KH-Second Health Sector Support Program",HSSP2CKP09-QCBS001,"Conseil Sant&amp;#233; S.A.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00007279,Cambodia
11385,"P102284 - KH-Second Health Sector Support Program",HSSP2CKP09-QCBS001,"SANIPLAN GmbH",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007279,Cambodia
11386,"P102284 - KH-Second Health Sector Support Program",HSSP2CKP09-QCBS001,"Asian Institute of Developmental Studies Inc. (AIDSI)",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007279,Cambodia
